,Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3,Original_Composition_Formula,Entropy_of_Formation_JperMolH2perK,Equilibrium_Pressure_25C,LnEquilibrium_Pressure_25C,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,energy_per_atom,formation_energy_per_atom,nsites,density,volume,volume_ps,empty_volume_ps
464,2067,MIC,DyFe3,1.0,47.1,150,0.4,"Goudy, 1976",186.0,,,,DyFe3,103.68985995688969,0.0014602600766074818,-6.529140724463328,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,36.0,40,15.0,66,26,26.0,49.0,24,9.0,55,31,55.0,82.50874999999999,106.655,39.995625,162.5,55.845,55.845,1779.5,126.0,47.25,1811.0,1685.0,1811.0,6.75,5,1.875,8,3,8.0,4.5,2,0.75,6,4,4.0,147.0,60,22.5,192,132,132.0,1.6775,0.6100000000000001,0.22875000000000006,1.83,1.22,1.83,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.5,6,2.25,6,0,6.0,2.5,10,3.75,10,0,0.0,9.0,4,1.5,12,8,8.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.0,4,1.5,4,0,4.0,1.0,4,1.5,4,0,0.0,4.0,0,0.0,4,4,4.0,15.857499999999998,20.509999999999998,7.691249999999998,31.24,10.73,10.73,0.0,0.0,0.0,0.0,0,0,1.5829971,2.1106628,0.79149855,2.1106628,0.0,2.1106628,220.25,35,13.125,229,194,229.0,0.2222222222222222,0.0,0.5,0.2777777777777778,0,0.08882927925662132,0.033310979721232994,,,,,,,
465,2070,MIC,Er2Co7,1.3,29.6,50,8,"Goudy, 1976",186.0,,,,Er2Co7 (M),108.8871365581356,3.176084240253319,1.1556490670423654,2,0.8089010988089465,0.7837782292402525,0.7780737253644853,0.7777950461838657,0.7777780597292578,36.111111111111114,41,14.17283950617284,68,27,27.0,52.88888888888889,23,7.950617283950615,58,35,58.0,83.0055961111111,108.32580499999999,37.44595728395061,167.259,58.933195,58.933195,1768.4444444444443,2.0,0.6913580246913019,1770.0,1768.0,1768.0,7.666666666666667,6,2.0740740740740735,9,3,9.0,4.444444444444445,2,0.6913580246913581,6,4,4.0,140.0,63,21.77777777777778,189,126,126.0,1.7377777777777776,0.6399999999999999,0.22123456790123455,1.88,1.24,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.444444444444445,7,2.419753086419753,7,0,7.0,2.6666666666666665,12,4.148148148148148,12,0,0.0,10.11111111111111,5,1.7283950617283947,14,9,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.3333333333333335,3,1.0370370370370368,3,0,3.0,0.4444444444444444,2,0.691358024691358,2,0,0.0,2.7777777777777777,1,0.34567901234567905,3,2,3.0,14.765,20.340000000000003,7.031111111111112,30.585,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.204366488888889,1.5484712,0.5352739950617285,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.19780219780219782,0.0,0.5384615384615385,0.26373626373626374,0,0.09733158791905794,0.03364548718189657,-6.7238969427777775,-0.1789210794444445,18.0,9.772589244917688,253.87464157953517,14.10414675441862,0.8149404938893549
466,2076,MIC,Er6Fe23,0.8,50.4,0,2,"Smith, 1983",612.0,,,,Er6Fe23,148.0,,-2.5309148294973354,2,0.8196458154486009,0.7977692511967758,0.7932949916491906,0.7931127632230371,0.7931035640372424,34.689655172413794,42,13.783590963139119,68,26,26.0,50.86206896551724,20,6.563614744351964,55,35,55.0,78.8961724137931,111.41399999999999,36.56392865636147,167.259,55.845,55.845,1802.5172413793105,41.0,13.455410225921453,1811.0,1770.0,1811.0,6.9655172413793105,5,1.6409036860879902,8,3,8.0,4.413793103448276,2,0.6563614744351962,6,4,4.0,143.79310344827587,57,18.706302021403097,189,132,132.0,1.7079310344827587,0.5900000000000001,0.19362663495838286,1.83,1.24,1.83,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.758620689655173,6,1.9690844233055884,6,0,6.0,2.4827586206896552,12,3.9381688466111773,12,0,0.0,9.241379310344827,6,1.9690844233055884,14,8,8.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.1724137931034484,4,1.3127229488703924,4,0,4.0,0.41379310344827586,2,0.6563614744351962,2,0,0.0,3.586206896551724,2,0.6563614744351962,4,2,4.0,14.837931034482757,19.855,6.516028537455409,30.585,10.73,10.73,0.0,0.0,0.0,0.0,0,0,1.6739739448275863,2.1106628,0.6926788737217597,2.1106628,0.0,2.1106628,221.75862068965517,35,11.486325802615932,229,194,229.0,0.2164179104477612,0.0,0.5149253731343284,0.26865671641791045,0,0.08334582100777932,0.027352492982338994,-7.731564806896551,-0.07706214551724158,29.0,8.895246587604218,427.1152036285295,14.728110469949293,0.845582035083939
468,2082,MIC,ErCo3,1.3,39.8,50,0.2,"Burnasheva, 1977",543.0,,,,ErCo3,109.78149527466141,0.057753906874684464,-2.8515642803588066,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,37.25,41,15.375,68,27,27.0,52.25,23,8.625,58,35,58.0,86.01464625,108.32580499999999,40.622176874999994,167.259,58.933195,58.933195,1768.5,2.0,0.75,1770.0,1768.0,1768.0,7.5,6,2.25,9,3,9.0,4.5,2,0.75,6,4,4.0,141.75,63,23.625,189,126,126.0,1.72,0.6399999999999999,0.23999999999999994,1.88,1.24,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.25,7,2.625,7,0,7.0,3.0,12,4.5,12,0,0.0,10.25,5,1.875,14,9,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.25,3,1.125,3,0,3.0,0.5,2,0.75,2,0,0.0,2.75,1,0.375,3,2,3.0,15.33,20.340000000000003,7.627500000000001,30.585,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.1613534,1.5484712,0.5806766999999999,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.1951219512195122,0.0,0.5121951219512195,0.2926829268292683,0,0.09733158791905794,0.03649934546964673,-6.680577475,-0.20622892124999956,12.0,9.993257474304363,171.5124564463686,14.292704703864048,0.834724942682078
469,2084,MIC,ErFe3,0.8,42.9,150,1.15,"Goudy, 1976",186.0,,,,ErFe3,102.54449149031858,0.006925263800651476,-4.9725791336773995,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,36.5,42,15.75,68,26,26.0,50.0,20,7.5,55,35,55.0,83.6985,111.41399999999999,41.780249999999995,167.259,55.845,55.845,1800.75,41.0,15.375,1811.0,1770.0,1811.0,6.75,5,1.875,8,3,8.0,4.5,2,0.75,6,4,4.0,146.25,57,21.375,189,132,132.0,1.6825,0.5900000000000001,0.22125,1.83,1.24,1.83,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.5,6,2.25,6,0,6.0,3.0,12,4.5,12,0,0.0,9.5,6,2.25,14,8,8.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.0,4,1.5,4,0,4.0,0.5,2,0.75,2,0,0.0,3.5,2,0.75,4,2,4.0,15.69375,19.855,7.445625,30.585,10.73,10.73,0.0,0.0,0.0,0.0,0,0,1.5829971,2.1106628,0.79149855,2.1106628,0.0,2.1106628,220.25,35,13.125,229,194,229.0,0.21052631578947367,0.0,0.47368421052631576,0.3157894736842105,0,0.08334582100777932,0.031254682877917245,-7.5939923941666665,-0.10726644291666669,12.0,9.323724712447307,178.87867494057625,14.906556245048021,0.8790203115962218
470,2086,MIC,ErNi3,1.5,23.8,-40,1.2,"Verbetsky, 1996",636.0,,,,ErNi3,103.59605628835796,17.44467119185957,2.859034226187078,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,38.0,40,15.0,68,28,28.0,54.5,26,9.75,61,35,61.0,85.8348,108.56559999999999,40.7121,167.259,58.6934,58.6934,1738.5,42.0,15.75,1770.0,1728.0,1728.0,8.25,7,2.625,10,3,10.0,4.5,2,0.75,6,4,4.0,140.25,65,24.375,189,124,124.0,1.7425,0.6699999999999999,0.25125,1.91,1.24,1.91,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,6.0,8,3.0,8,0,8.0,3.0,12,4.5,12,0,0.0,11.0,4,1.5,14,10,10.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1.5,2,0.75,2,0,2.0,0.5,2,0.75,2,0,0.0,2.0,0,0.0,2,2,2.0,15.38625,20.265,7.599375,30.585,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.44654602500000007,0.5953947,0.2232730125,0.5953947,0.0,0.5953947,217.25,31,11.625,225,194,225.0,0.18181818181818182,0.0,0.5454545454545454,0.2727272727272727,0,0.10615687982878219,0.03980882993579332,-5.913163780833333,-0.43550544458333346,12.0,10.079156082020168,169.6952029285661,14.14126691071384,0.8171633865691328
471,2088,MIC,Gd2Co7,0.9,40,100,6,"Goudy, 1976",186.0,,,,Gd2Co7 (M),122.0924709060105,0.23421349348914805,-1.4515222142384703,2,0.8089010988089465,0.7837782292402525,0.7780737253644853,0.7777950461838657,0.7777780597292578,35.22222222222222,37,12.790123456790123,64,27,27.0,51.111111111111114,31,10.716049382716047,58,27,58.0,80.78137388888888,98.316805,33.98605604938271,157.25,58.933195,58.933195,1727.5555555555554,182.0,62.91358024691365,1768.0,1586.0,1768.0,7.666666666666667,6,2.0740740740740735,9,3,9.0,4.444444444444445,2,0.6913580246913581,6,4,4.0,141.55555555555554,70,24.197530864197525,196,126,126.0,1.7288888888888887,0.6799999999999999,0.23506172839506176,1.88,1.2,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.666666666666667,6,2.0740740740740735,7,1,7.0,1.5555555555555554,7,2.419753086419753,7,0,0.0,9.222222222222221,1,0.34567901234567855,10,9,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,4.333333333333334,6,2.0740740740740744,9,3,3.0,1.5555555555555554,7,2.419753086419753,7,0,0.0,5.888888888888889,13,4.493827160493828,16,3,3.0,15.090555555555554,21.805,7.53753086419753,32.05,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.204366488888889,1.5484712,0.5352739950617285,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.2168674698795181,0.0,0.6144578313253013,0.1686746987951807,0,0.10916851536569117,0.0377372645708562,,,,,,,
472,2093,MIC,Gd3(AlNi3)2,1.0,33.6,300,5.6,"Pechev, 1997",839.0,,,,Gd3Ni6Al2,72.94675242999641,0.008389417616171832,-4.78078417495617,3,0.6363636363636364,0.5734539589693879,0.5492591243151265,0.5460966691234191,0.5455087120200124,35.090909090909086,51,15.76859504132231,64,13,28.0,53.90909090909091,46,14.677685950413224,73,27,61.0,79.80667974545455,130.2684614,42.24181104793388,157.25,26.9815386,58.6934,1544.8127272727272,794.53,222.30644628099176,1728.0,933.47,1728.0,8.636363636363637,10,3.0743801652892557,13,3,10.0,4.363636363636363,3,0.8925619834710742,6,3,4.0,143.09090909090907,75,28.859504132231393,196,121,124.0,1.6618181818181816,0.71,0.2707438016528925,1.91,1.2,1.91,2.0,0,0.0,2,2,2.0,0.18181818181818182,1,0.2975206611570248,1,0,0.0,4.636363636363636,8,3.6694214876033056,8,0,8.0,1.909090909090909,7,2.776859504132231,7,0,0.0,8.727272727272727,7,2.0826446280991737,10,3,10.0,0.0,0,0.0,0,0,0.0,0.9090909090909092,5,1.487603305785124,5,0,0.0,3.545454545454545,9,2.975206611570248,9,0,2.0,1.909090909090909,7,2.776859504132231,7,0,0.0,6.363636363636363,14,5.256198347107437,16,2,2.0,17.366363636363637,21.729999999999997,8.009256198347106,32.05,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.3247607454545455,0.5953947,0.29523704132231404,0.5953947,0.0,0.5953947,216.54545454545453,31,12.29752066115703,225,194,225.0,0.22916666666666669,0.020833333333333336,0.53125,0.21875,0,0.11840719331225125,0.043722971546029735,-8.202084707727273,-0.5228463522727277,22.0,8.091759475124888,360.3031418698097,16.377415539536802,0.7493407824956092
474,2097,MIC,GdCo3,1.4,45,150,3,"Wallace, 1980",439.0,,,,GdCo3 (M),115.47930488293079,0.014066161695838414,-4.263983245652756,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,36.25,37,13.875,64,27,27.0,50.25,31,11.625,58,27,58.0,83.51239625,98.316805,36.868801875,157.25,58.933195,58.933195,1722.5,182.0,68.25,1768.0,1586.0,1768.0,7.5,6,2.25,9,3,9.0,4.5,2,0.75,6,4,4.0,143.5,70,26.25,196,126,126.0,1.71,0.6799999999999999,0.25499999999999995,1.88,1.2,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.5,6,2.25,7,1,7.0,1.75,7,2.625,7,0,0.0,9.25,1,0.375,10,9,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,4.5,6,2.25,9,3,3.0,1.75,7,2.625,7,0,0.0,6.25,13,4.875,16,3,3.0,15.69625,21.805,8.176874999999999,32.05,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.1613534,1.5484712,0.5806766999999999,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.21621621621621623,0.0,0.5945945945945946,0.1891891891891892,0,0.10916851536569117,0.04093819326213419,,,,,,,
475,2102,MIC,GdFe3,1.0,50.4,150,0.18,"Goudy, 1976",186.0,,,,GdFe3,104.8495929677547,0.00044345890261884505,-7.720905426531298,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,35.5,38,14.25,64,26,26.0,48.0,28,10.5,55,27,55.0,81.19624999999999,101.405,38.026875,157.25,55.845,55.845,1754.75,225.0,84.375,1811.0,1586.0,1811.0,6.75,5,1.875,8,3,8.0,4.5,2,0.75,6,4,4.0,148.0,64,24.0,196,132,132.0,1.6725,0.6300000000000001,0.23625000000000002,1.83,1.2,1.83,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.75,5,1.875,6,1,6.0,1.75,7,2.625,7,0,0.0,8.5,2,0.75,10,8,8.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,5.25,5,1.875,9,4,4.0,1.75,7,2.625,7,0,0.0,7.0,12,4.5,16,4,4.0,16.06,21.319999999999997,7.994999999999998,32.05,10.73,10.73,0.0,0.0,0.0,0.0,0,0,1.5829971,2.1106628,0.79149855,2.1106628,0.0,2.1106628,220.25,35,13.125,229,194,229.0,0.23529411764705882,0.0,0.5588235294117647,0.20588235294117646,0,0.09446106116086395,0.03542289793532398,,,,,,,
476,2105,MIC,Ho2Co7,1.1,36.7,50,5,"Goudy, 1976",186.0,,,,Ho2Co7 (M),126.9506724493058,1.5905185270431377,0.46406008070453536,2,0.8089010988089465,0.7837782292402525,0.7780737253644853,0.7777950461838657,0.7777780597292578,35.888888888888886,40,13.827160493827158,67,27,27.0,52.44444444444445,25,8.641975308641973,58,33,58.0,82.48811166666667,105.997125,36.64098148148148,164.93032,58.933195,58.933195,1763.3333333333333,21.0,7.259259259259301,1768.0,1747.0,1768.0,7.666666666666667,6,2.0740740740740735,9,3,9.0,4.444444444444445,2,0.6913580246913581,6,4,4.0,140.66666666666666,66,22.81481481481481,192,126,126.0,1.7355555555555555,0.6499999999999999,0.2246913580246913,1.88,1.23,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.444444444444445,7,2.419753086419753,7,0,7.0,2.444444444444444,11,3.8024691358024687,11,0,0.0,9.88888888888889,4,1.3827160493827162,13,9,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.3333333333333335,3,1.0370370370370368,3,0,3.0,0.6666666666666666,3,1.037037037037037,3,0,0.0,3.0,0,0.0,3,3,3.0,14.797962962955555,20.488333333299998,7.0823868312641975,30.7333333333,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.204366488888889,1.5484712,0.5352739950617285,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.20224719101123595,0.0,0.550561797752809,0.24719101123595502,0,0.10023800443234598,0.034650174371675155,,,,,,,
477,2113,MIC,Ho6Fe23,0.8,51.7,0,0.3,"Smith, 1983",612.0,,,,Ho6Fe23,138.0,,-4.258115543975452,2,0.8196458154486009,0.7977692511967758,0.7932949916491906,0.7931127632230371,0.7931035640372424,34.48275862068965,41,13.45541022592152,67,26,26.0,50.44827586206897,22,7.219976218787156,55,33,55.0,78.41437655172413,109.08532,35.79970073721759,164.93032,55.845,55.845,1797.7586206896553,64.0,21.00356718192618,1811.0,1747.0,1811.0,6.9655172413793105,5,1.6409036860879902,8,3,8.0,4.413793103448276,2,0.6563614744351962,6,4,4.0,144.41379310344828,60,19.69084423305589,192,132,132.0,1.7058620689655173,0.6000000000000001,0.19690844233055887,1.83,1.23,1.83,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.758620689655173,6,1.9690844233055884,6,0,6.0,2.2758620689655173,11,3.609988109393579,11,0,0.0,9.03448275862069,5,1.640903686087991,13,8,8.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.1724137931034484,4,1.3127229488703924,4,0,4.0,0.6206896551724138,3,0.9845422116527943,3,0,0.0,3.793103448275862,1,0.3281807372175981,4,3,4.0,14.868620689648274,20.0033333333,6.564708680131746,30.7333333333,10.73,10.73,0.0,0.0,0.0,0.0,0,0,1.6739739448275863,2.1106628,0.6926788737217597,2.1106628,0.0,2.1106628,221.75862068965517,35,11.486325802615932,229,194,229.0,0.2213740458015267,0.0,0.5267175572519084,0.25190839694656486,0,0.08606881472877181,0.0282461270691332,-7.721310226206897,-0.06460399448275995,29.0,8.778598663409529,430.14768279815115,14.832678717177625,0.8505405914136165
478,2116,MIC,HoCo3,1.2,36,100,6,"Wallace, 1980",439.0,,,,HoCo3,111.37292112710124,0.3239409457869936,-1.127194045891816,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,37.0,40,15.0,67,27,27.0,51.75,25,9.375,58,33,58.0,85.43247625,105.997125,39.74892187499999,164.93032,58.933195,58.933195,1762.75,21.0,7.875,1768.0,1747.0,1768.0,7.5,6,2.25,9,3,9.0,4.5,2,0.75,6,4,4.0,142.5,66,24.75,192,126,126.0,1.7174999999999998,0.6499999999999999,0.24375000000000002,1.88,1.23,1.88,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,5.25,7,2.625,7,0,7.0,2.75,11,4.125,11,0,0.0,10.0,4,1.5,13,9,9.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.25,3,1.125,3,0,3.0,0.75,3,1.125,3,0,0.0,3.0,0,0.0,3,3,3.0,15.367083333324999,20.488333333299998,7.6831249999875,30.7333333333,10.245,10.245,0.0,0.0,0.0,0.0,0,0,1.1613534,1.5484712,0.5806766999999999,1.5484712,0.0,1.5484712,194.0,0,0.0,194,194,194.0,0.2,0.0,0.525,0.275,0,0.10023800443234598,0.037589251662129744,-6.668100170833333,-0.19108896958333213,12.0,9.880435751856162,172.2968083512068,14.358067362600567,0.8441841927656629
479,2123,MIC,HoFe3,1.0,44.6,150,0.63,"Goudy, 1976",186.0,,,,HoFe3,101.55854009299445,0.0030981086144711476,-5.7769634780567936,2,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,36.25,41,15.375,67,26,26.0,49.5,22,8.25,55,33,55.0,83.11633,109.08532,40.906995,164.93032,55.845,55.845,1795.0,64.0,24.0,1811.0,1747.0,1811.0,6.75,5,1.875,8,3,8.0,4.5,2,0.75,6,4,4.0,147.0,60,22.5,192,132,132.0,1.6800000000000002,0.6000000000000001,0.22499999999999998,1.83,1.23,1.83,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,4.5,6,2.25,6,0,6.0,2.75,11,4.125,11,0,0.0,9.25,5,1.875,13,8,8.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,3.0,4,1.5,4,0,4.0,0.75,3,1.125,3,0,0.0,3.75,1,0.375,4,3,4.0,15.730833333324998,20.0033333333,7.501249999987499,30.7333333333,10.73,10.73,0.0,0.0,0.0,0.0,0,0,1.5829971,2.1106628,0.79149855,2.1106628,0.0,2.1106628,220.25,35,13.125,229,194,229.0,0.21621621621621623,0.0,0.4864864864864865,0.2972972972972973,0,0.08606881472877181,0.03227580552328943,-7.5832254325,-0.09383683375000018,12.0,9.137387470875991,181.25694408792523,15.104745340660436,0.8809012086990208
480,2124,MIC,Ca0.5La0.5Ni3,1.6,43.5,20,0.6,"Chen, 2000",1316.0,,,,La.5Ca.5Ni3,144.14111171142036,0.8093538448075364,-0.2115190721253602,3,0.770551750371122,0.7523077068508066,0.7500385762783648,0.7500007654787457,0.7500000024807257,30.625,37,6.59375,57,20,28.0,48.25,54,19.125,61,7,61.0,66.39298375,98.82747,18.128121562500002,138.90547,40.078,58.6934,1584.5,613.0,215.25,1728.0,1115.0,1728.0,8.125,8,2.8125,10,2,10.0,4.25,2,0.4375,6,4,4.0,140.875,83,25.3125,207,124,124.0,1.6949999999999998,0.9099999999999999,0.3225,1.91,1.0,1.91,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,6.125,8,2.8125,8,0,8.0,0.0,0,0.0,0,0,0.0,8.125,8,2.8125,10,2,10.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,2.625,9,1.59375,9,0,2.0,0.0,0,0.0,0,0,0.0,2.625,9,1.59375,9,0,2.0,17.0734375,27.450000000000003,10.13015625,37.77,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.44654602500000007,0.5953947,0.2232730125,0.5953947,0.0,0.5953947,221.125,31,6.78125,225,194,225.0,0.24615384615384617,0.0,0.7538461538461538,0.0,0,0.18700067524961217,0.06350550336033989,,,,,,,
481,2125,MIC,Ca1.5La0.5Mg1Ni9,1.9,35.4,20,0.7,"Chen, 2000",1316.0,,,,La.5Ca1.5MgNi9 (M),117.7918392937761,0.8930601560321649,-0.11310133639670059,4,0.7660323462854265,0.7515400453923001,0.7500219084898629,0.7500004053158046,0.7500000012618937,26.875,45,4.197916666666666,57,12,28.0,52.83333333333333,61,14.77777777777778,68,7,61.0,56.842944583333335,114.60047,9.61422690972222,138.90547,24.305,58.6934,1562.0,805.0,249.0,1728.0,923.0,1728.0,8.041666666666666,8,2.9375,10,2,10.0,4.0,3,0.16666666666666666,6,3,4.0,135.375,83,17.0625,207,124,124.0,1.7125,0.9099999999999999,0.29624999999999996,1.91,1.0,1.91,2.0,0,0.0,2,2,2.0,0.0,0,0.0,0,0,0.0,6.041666666666667,8,2.9375,8,0,8.0,0.0,0,0.0,0,0,0.0,8.041666666666666,8,2.9375,10,2,10.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,1.875,9,0.78125,9,0,2.0,0.0,0,0.0,0,0,0.0,1.875,9,0.78125,9,0,2.0,15.906145833333333,27.450000000000003,8.37921875,37.77,10.32,10.32,0.0,0.0,0.0,0.0,0,0,0.44654602500000007,0.5953947,0.2232730125,0.5953947,0.0,0.5953947,221.125,31,6.78125,225,194,225.0,0.2487046632124352,0.0,0.7512953367875647,0.0,0,0.18700067524961217,0.055872885552562444,,,,,,,
